[DEBUG] 2019-10-06 16:35:00.113 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2019-10-06 16:35:00.121 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2019-10-06 16:35:00.125 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2019-10-06 16:35:00.215 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2019-10-06 16:35:00.216 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2019-10-06 16:35:00.488 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2019-10-06 16:35:00.491 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2019-10-06 16:35:00.498 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2019-10-06 16:35:00.902 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2019-10-06 16:35:00.926 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2019-10-06 16:35:00.929 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2019-10-06 16:35:01.034 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@5d7ca698
[DEBUG] 2019-10-06 16:35:01.035 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@29a1505c
[DEBUG] 2019-10-06 16:35:01.036 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@29a1505c
[DEBUG] 2019-10-06 16:35:01.036 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@22e5f96e
[DEBUG] 2019-10-06 16:35:01.036 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@22e5f96e
[DEBUG] 2019-10-06 16:35:01.047 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@eca6a74
[DEBUG] 2019-10-06 16:35:01.048 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@eca6a74
[DEBUG] 2019-10-06 16:35:01.050 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@1442f788
[DEBUG] 2019-10-06 16:35:01.050 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@1442f788
[DEBUG] 2019-10-06 16:35:01.053 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@4f66ffc8
[DEBUG] 2019-10-06 16:35:01.053 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@4f66ffc8
[DEBUG] 2019-10-06 16:35:01.061 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@2b03d52f
[DEBUG] 2019-10-06 16:35:01.062 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@2b03d52f
[DEBUG] 2019-10-06 16:35:01.064 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@42373389
[DEBUG] 2019-10-06 16:35:01.065 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@42373389
[DEBUG] 2019-10-06 16:35:01.066 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@4e08acf9
[DEBUG] 2019-10-06 16:35:01.066 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@4e08acf9
[DEBUG] 2019-10-06 16:35:01.068 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@7efd28bd
[DEBUG] 2019-10-06 16:35:01.069 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@7efd28bd
[DEBUG] 2019-10-06 16:35:01.070 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@21079a12
[DEBUG] 2019-10-06 16:35:01.070 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@21079a12
[DEBUG] 2019-10-06 16:35:01.071 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@46185a1b
[DEBUG] 2019-10-06 16:35:01.072 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@46185a1b
[DEBUG] 2019-10-06 16:35:01.073 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@72f8ae0c
[DEBUG] 2019-10-06 16:35:01.073 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@72f8ae0c
[DEBUG] 2019-10-06 16:35:01.073 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@72f8ae0c
[DEBUG] 2019-10-06 16:35:01.074 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@33899f7a
[DEBUG] 2019-10-06 16:35:01.076 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@5300cac
[DEBUG] 2019-10-06 16:35:01.076 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@5300cac
[DEBUG] 2019-10-06 16:35:01.076 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@5300cac
[DEBUG] 2019-10-06 16:35:01.077 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@25d93198
[DEBUG] 2019-10-06 16:35:01.084 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@2e8a1ab4
[DEBUG] 2019-10-06 16:35:01.084 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@2e8a1ab4
[DEBUG] 2019-10-06 16:35:01.085 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@64984b0f
[DEBUG] 2019-10-06 16:35:01.086 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@64984b0f
[DEBUG] 2019-10-06 16:35:01.087 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@4b790d86
[DEBUG] 2019-10-06 16:35:01.087 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@4b790d86
[DEBUG] 2019-10-06 16:35:01.088 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@52e04737
[DEBUG] 2019-10-06 16:35:01.088 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@52e04737
[DEBUG] 2019-10-06 16:35:01.090 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@35d5ac51
[DEBUG] 2019-10-06 16:35:01.090 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@35d5ac51
[DEBUG] 2019-10-06 16:35:01.091 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@30364216
[DEBUG] 2019-10-06 16:35:01.092 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@71904469
[DEBUG] 2019-10-06 16:35:01.092 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@71904469
[DEBUG] 2019-10-06 16:35:01.092 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@71904469
[DEBUG] 2019-10-06 16:35:01.093 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@8851ce1
[DEBUG] 2019-10-06 16:35:01.094 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@8851ce1
[DEBUG] 2019-10-06 16:35:01.094 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@8851ce1
[DEBUG] 2019-10-06 16:35:01.095 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@14b789f6
[DEBUG] 2019-10-06 16:35:01.096 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@fab35b1
[DEBUG] 2019-10-06 16:35:01.097 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@2f37f1f9
[DEBUG] 2019-10-06 16:35:01.097 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@2f37f1f9
[DEBUG] 2019-10-06 16:35:01.097 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@2f37f1f9
[DEBUG] 2019-10-06 16:35:01.098 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@48d293ee
[DEBUG] 2019-10-06 16:35:01.098 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@48d293ee
[DEBUG] 2019-10-06 16:35:01.098 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@48d293ee
[DEBUG] 2019-10-06 16:35:01.098 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@660f0c
[DEBUG] 2019-10-06 16:35:01.099 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@4a734c04
[DEBUG] 2019-10-06 16:35:01.100 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@17f2dd85
[DEBUG] 2019-10-06 16:35:01.100 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@17f2dd85
[DEBUG] 2019-10-06 16:35:01.100 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@23b8d9f3
[DEBUG] 2019-10-06 16:35:01.101 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@51c959a4
[DEBUG] 2019-10-06 16:35:01.102 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@51c959a4
[DEBUG] 2019-10-06 16:35:01.106 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@6069dd38
[DEBUG] 2019-10-06 16:35:01.107 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@6069dd38
[DEBUG] 2019-10-06 16:35:01.107 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@6d1dcdff
[DEBUG] 2019-10-06 16:35:01.108 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@252dc8c4
[DEBUG] 2019-10-06 16:35:01.109 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@227a47
[DEBUG] 2019-10-06 16:35:01.114 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@5b852b49
[DEBUG] 2019-10-06 16:35:01.114 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@5b852b49
[DEBUG] 2019-10-06 16:35:01.114 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@5df778c3
[DEBUG] 2019-10-06 16:35:01.115 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@895416d
[DEBUG] 2019-10-06 16:35:01.115 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@71a06021
[DEBUG] 2019-10-06 16:35:01.115 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@80bfdc6
[DEBUG] 2019-10-06 16:35:01.115 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@6edcad64
[DEBUG] 2019-10-06 16:35:01.115 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@4c6007fb
[DEBUG] 2019-10-06 16:35:01.115 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@3e33d73e
[DEBUG] 2019-10-06 16:35:01.115 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@6981f8f3
[DEBUG] 2019-10-06 16:35:01.158 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2019-10-06 16:35:01.159 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2019-10-06 16:35:01.159 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2019-10-06 16:35:01.160 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2019-10-06 16:35:01.160 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2019-10-06 16:35:01.162 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2019-10-06 16:35:01.162 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2019-10-06 16:35:01.163 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2019-10-06 16:35:01.164 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2019-10-06 16:35:01.164 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2019-10-06 16:35:01.165 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2019-10-06 16:35:01.165 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2019-10-06 16:35:01.165 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2019-10-06 16:35:01.166 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2019-10-06 16:35:01.173 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3307/dashboard
[INFO ] 2019-10-06 16:35:01.173 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2019-10-06 16:35:01.173 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2019-10-06 16:35:01.324 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2019-10-06 16:35:01.475 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.17
      major : 8
      minor : 0
[DEBUG] 2019-10-06 16:35:01.475 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2019-10-06 16:35:01.476 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2019-10-06 16:35:01.513 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2019-10-06 16:35:01.545 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2019-10-06 16:35:01.575 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2019-10-06 16:35:01.628 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2019-10-06 16:35:01.632 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@3458eca5] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@1e0fdb2f]
[DEBUG] 2019-10-06 16:35:01.697 [main] AnnotationBinder - Binding entity from annotated class: com.enterprise.dashboard.model.Application
[DEBUG] 2019-10-06 16:35:01.721 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2019-10-06 16:35:01.726 [main] EntityBinder - Import with entity name Applications
[DEBUG] 2019-10-06 16:35:01.731 [main] EntityBinder - Bind entity com.enterprise.dashboard.model.Application on table APPLICATIONS
[DEBUG] 2019-10-06 16:35:01.760 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=ID, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:35:01.763 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2019-10-06 16:35:01.766 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.enterprise.dashboard.model.Application:id]
[DEBUG] 2019-10-06 16:35:01.768 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2019-10-06 16:35:01.770 [main] PropertyBinder - Building property id
[DEBUG] 2019-10-06 16:35:01.773 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(ID)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2019-10-06 16:35:01.774 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=DESCRIPTION, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:35:01.775 [main] PropertyBinder - MetadataSourceProcessor property description with lazy=false
[DEBUG] 2019-10-06 16:35:01.775 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.enterprise.dashboard.model.Application:description]
[DEBUG] 2019-10-06 16:35:01.775 [main] SimpleValueBinder - building SimpleValue for description
[DEBUG] 2019-10-06 16:35:01.775 [main] PropertyBinder - Building property description
[DEBUG] 2019-10-06 16:35:01.777 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='application'}
[DEBUG] 2019-10-06 16:35:01.779 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=errorDataSet, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:35:01.781 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=null, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:35:01.789 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=element, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:35:01.790 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=errorDataSet_KEY, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:35:01.793 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='errorDataSet_KEY', referencedColumn='null', mappedBy='null'}
[DEBUG] 2019-10-06 16:35:01.796 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='application'}
[DEBUG] 2019-10-06 16:35:01.796 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='application'}
[DEBUG] 2019-10-06 16:35:01.797 [main] CollectionBinder - Collection role: com.enterprise.dashboard.model.Application.errorDataSet
[DEBUG] 2019-10-06 16:35:01.801 [main] PropertyBinder - Building property errorDataSet
[DEBUG] 2019-10-06 16:35:01.801 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=NAME, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:35:01.801 [main] PropertyBinder - MetadataSourceProcessor property name with lazy=false
