[DEBUG] 2019-10-06 16:50:30.930 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2019-10-06 16:50:30.936 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2019-10-06 16:50:30.940 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2019-10-06 16:50:31.013 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2019-10-06 16:50:31.015 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2019-10-06 16:50:31.240 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2019-10-06 16:50:31.243 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2019-10-06 16:50:31.251 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2019-10-06 16:50:31.563 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2019-10-06 16:50:31.585 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2019-10-06 16:50:31.586 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2019-10-06 16:50:31.725 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@78d6447a
[DEBUG] 2019-10-06 16:50:31.726 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@6a472566
[DEBUG] 2019-10-06 16:50:31.726 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@6a472566
[DEBUG] 2019-10-06 16:50:31.726 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@6a472566
[DEBUG] 2019-10-06 16:50:31.727 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@5633ed82
[DEBUG] 2019-10-06 16:50:31.728 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@5633ed82
[DEBUG] 2019-10-06 16:50:31.728 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@5633ed82
[DEBUG] 2019-10-06 16:50:31.729 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@277bf091
[DEBUG] 2019-10-06 16:50:31.730 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@1dba4e06
[DEBUG] 2019-10-06 16:50:31.731 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@587a1cfb
[DEBUG] 2019-10-06 16:50:31.731 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@587a1cfb
[DEBUG] 2019-10-06 16:50:31.731 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@587a1cfb
[DEBUG] 2019-10-06 16:50:31.732 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@5c77ba8f
[DEBUG] 2019-10-06 16:50:31.733 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@5c77ba8f
[DEBUG] 2019-10-06 16:50:31.733 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@5c77ba8f
[DEBUG] 2019-10-06 16:50:31.734 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@7add323c
[DEBUG] 2019-10-06 16:50:31.735 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@35c12c7a
[DEBUG] 2019-10-06 16:50:31.736 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@22a736d7
[DEBUG] 2019-10-06 16:50:31.737 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@22a736d7
[DEBUG] 2019-10-06 16:50:31.737 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@5d43409a
[DEBUG] 2019-10-06 16:50:31.740 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@7b6860f9
[DEBUG] 2019-10-06 16:50:31.740 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@7b6860f9
[DEBUG] 2019-10-06 16:50:31.742 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@433348bc
[DEBUG] 2019-10-06 16:50:31.742 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@433348bc
[DEBUG] 2019-10-06 16:50:31.742 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@26dc9bd5
[DEBUG] 2019-10-06 16:50:31.743 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@6403e24c
[DEBUG] 2019-10-06 16:50:31.744 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@70228253
[DEBUG] 2019-10-06 16:50:31.747 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@2f5ac102
[DEBUG] 2019-10-06 16:50:31.748 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@2f5ac102
[DEBUG] 2019-10-06 16:50:31.748 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@80bfdc6
[DEBUG] 2019-10-06 16:50:31.750 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@6edcad64
[DEBUG] 2019-10-06 16:50:31.751 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@4c6007fb
[DEBUG] 2019-10-06 16:50:31.752 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@3e33d73e
[DEBUG] 2019-10-06 16:50:31.753 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@6981f8f3
[DEBUG] 2019-10-06 16:50:31.754 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@623dcf2a
[DEBUG] 2019-10-06 16:50:31.754 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@2eae4349
[DEBUG] 2019-10-06 16:50:31.754 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@e84fb85
[DEBUG] 2019-10-06 16:50:31.786 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2019-10-06 16:50:31.787 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2019-10-06 16:50:31.788 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2019-10-06 16:50:31.788 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2019-10-06 16:50:31.789 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2019-10-06 16:50:31.790 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2019-10-06 16:50:31.791 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2019-10-06 16:50:31.792 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2019-10-06 16:50:31.793 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2019-10-06 16:50:31.794 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2019-10-06 16:50:31.795 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2019-10-06 16:50:31.795 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2019-10-06 16:50:31.795 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2019-10-06 16:50:31.796 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2019-10-06 16:50:31.804 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3307/dashboard
[INFO ] 2019-10-06 16:50:31.804 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2019-10-06 16:50:31.804 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2019-10-06 16:50:31.974 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2019-10-06 16:50:32.164 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.0.17
      major : 8
      minor : 0
[DEBUG] 2019-10-06 16:50:32.165 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2019-10-06 16:50:32.165 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2019-10-06 16:50:32.197 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2019-10-06 16:50:32.217 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2019-10-06 16:50:32.250 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2019-10-06 16:50:32.302 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2019-10-06 16:50:32.305 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@34b87182] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@47768e74]
[DEBUG] 2019-10-06 16:50:32.362 [main] AnnotationBinder - Binding entity from annotated class: com.enterprise.dashboard.model.Application
[DEBUG] 2019-10-06 16:50:32.388 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2019-10-06 16:50:32.393 [main] EntityBinder - Import with entity name Applications
[DEBUG] 2019-10-06 16:50:32.397 [main] EntityBinder - Bind entity com.enterprise.dashboard.model.Application on table APPLICATIONS
[DEBUG] 2019-10-06 16:50:32.434 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=ID, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:50:32.437 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2019-10-06 16:50:32.438 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.enterprise.dashboard.model.Application:id]
[DEBUG] 2019-10-06 16:50:32.441 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2019-10-06 16:50:32.442 [main] PropertyBinder - Building property id
[DEBUG] 2019-10-06 16:50:32.446 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(ID)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2019-10-06 16:50:32.447 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=DESCRIPTION, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:50:32.447 [main] PropertyBinder - MetadataSourceProcessor property description with lazy=false
[DEBUG] 2019-10-06 16:50:32.447 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [com.enterprise.dashboard.model.Application:description]
[DEBUG] 2019-10-06 16:50:32.447 [main] SimpleValueBinder - building SimpleValue for description
[DEBUG] 2019-10-06 16:50:32.447 [main] PropertyBinder - Building property description
[DEBUG] 2019-10-06 16:50:32.449 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='application'}
[DEBUG] 2019-10-06 16:50:32.452 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=errorDataSet, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:50:32.454 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=null, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:50:32.462 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=element, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:50:32.462 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=errorDataSet_KEY, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:50:32.463 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='errorDataSet_KEY', referencedColumn='null', mappedBy='null'}
[DEBUG] 2019-10-06 16:50:32.465 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='application'}
[DEBUG] 2019-10-06 16:50:32.465 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='application'}
[DEBUG] 2019-10-06 16:50:32.466 [main] CollectionBinder - Collection role: com.enterprise.dashboard.model.Application.errorDataSet
[DEBUG] 2019-10-06 16:50:32.475 [main] PropertyBinder - Building property errorDataSet
[DEBUG] 2019-10-06 16:50:32.476 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(APPLICATIONS), mappingColumn=NAME, insertable=true, updatable=true, unique=false}
[DEBUG] 2019-10-06 16:50:32.476 [main] PropertyBinder - MetadataSourceProcessor property name with lazy=false
